"client_id";"contact_date";"contact_outcome"
27385;2008-05-04;failure
27385;2008-05-30;success
27385;2008-06-02;failure
27389;2008-04-29;failure
27389;2008-06-19;failure
27389;2008-07-15;failure
27390;2008-06-28;success
27390;2008-07-12;failure
27390;2008-07-23;failure
27390;2008-08-11;failure
27398;2008-03-12;other
27398;2008-03-28;other
27398;2008-05-14;other
27398;2008-05-30;failure
27400;2008-06-08;failure
27400;2008-07-10;other
27400;2008-07-19;failure
27400;2008-07-31;failure
27401;2008-05-26;other
27401;2008-07-04;failure
27401;2008-07-14;other
27407;2008-03-14;other
27407;2008-03-23;success
27407;2008-03-23;failure
27407;2008-04-05;success
27407;2008-04-15;success
27407;2008-04-25;success
27407;2008-05-16;other
27407;2008-05-18;success
27407;2008-05-20;success
27407;2008-05-29;failure
27412;2008-05-15;other
27420;2008-05-30;failure
27426;2008-05-16;failure
27428;2008-05-07;failure
27435;2008-04-19;other
27435;2008-05-02;failure
27435;2008-05-30;success
27435;2008-07-15;failure
27440;2008-05-15;failure
27440;2008-05-17;success
27440;2008-05-18;failure
27440;2008-06-22;success
27440;2008-07-22;other
27440;2008-08-12;success
27444;2008-07-31;failure
27444;2008-08-20;failure
27448;2008-05-26;other
27448;2008-06-04;failure
27448;2008-07-14;failure
27449;2008-04-10;success
27449;2008-04-20;other
27449;2008-04-29;other
27449;2008-05-23;failure
27449;2008-06-01;failure
27449;2008-06-08;other
27449;2008-06-09;failure
27449;2008-06-21;success
27449;2008-06-23;failure
27449;2008-06-24;failure
27449;2008-07-04;failure
27450;2008-06-12;failure
27450;2008-06-24;success
27450;2008-06-27;success
27450;2008-08-04;success
27450;2008-08-11;success
27450;2008-08-13;failure
27454;2008-03-15;success
27454;2008-05-02;other
27454;2008-05-23;failure
27455;2008-06-19;success
27459;2008-02-24;failure
27459;2008-05-20;failure
27461;2008-06-01;other
27461;2008-07-11;other
27461;2008-07-28;failure
27461;2008-08-04;failure
27461;2008-08-12;failure
27463;2008-07-09;failure
27473;2008-05-13;failure
27477;2008-05-21;failure
27479;2008-03-17;other
27479;2008-04-09;success
27479;2008-05-02;failure
27479;2008-06-03;failure
27485;2008-03-27;success
27485;2008-04-27;other
27485;2008-05-20;failure
27485;2008-06-17;failure
27486;2008-03-31;success
27486;2008-05-26;other
27489;2008-05-14;failure
27494;2008-03-20;success
27494;2008-04-08;failure
27494;2008-04-10;other
27494;2008-05-03;other
27494;2008-05-08;success
27494;2008-05-26;other
27494;2008-06-13;failure
27494;2008-06-18;failure
27504;2008-04-27;other
27504;2008-06-06;failure
27505;2008-07-11;failure
27505;2008-07-19;failure
27505;2008-07-28;other
27507;2008-03-22;failure
27507;2008-03-27;failure
27507;2008-06-15;failure
27507;2008-06-20;failure
27512;2008-05-04;success
27512;2008-05-14;other
27512;2008-06-23;failure
27512;2008-07-28;failure
27520;2008-05-30;failure
27521;2008-02-16;success
27521;2008-03-08;success
27521;2008-05-09;success
27521;2008-05-12;failure
27537;2008-02-14;success
27537;2008-03-24;success
27537;2008-04-17;success
27537;2008-05-14;failure
27544;2008-06-09;failure
27544;2008-08-07;other
27550;2008-04-22;success
27550;2008-05-19;other
27550;2008-05-23;failure
27553;2008-04-22;failure
27553;2008-04-23;other
27553;2008-05-29;success
27553;2008-06-07;other
27553;2008-06-20;failure
27554;2008-06-08;success
27554;2008-06-25;failure
27554;2008-07-29;failure
27558;2008-06-05;success
27558;2008-06-16;other
27558;2008-06-30;other
27558;2008-08-04;other
27558;2008-08-13;failure
27562;2008-05-28;success
27562;2008-06-03;other
27562;2008-08-20;failure
27569;2008-05-30;success
27569;2008-05-31;success
27569;2008-08-13;failure
27569;2008-08-20;failure
27576;2008-05-21;other
27578;2008-05-30;other
27592;2008-06-02;other
27592;2008-08-02;other
27592;2008-08-02;failure
27592;2008-08-22;failure
27593;2008-02-28;other
27593;2008-03-01;failure
27593;2008-03-15;success
27593;2008-05-15;other
27593;2008-05-19;success
27593;2008-05-28;failure
27595;2008-04-05;failure
27595;2008-05-23;other
27597;2008-05-16;failure
27597;2008-08-14;other
27599;2008-03-04;failure
27599;2008-03-20;failure
27599;2008-03-23;success
27599;2008-05-12;failure
27602;2008-03-03;other
27602;2008-05-29;other
27606;2008-06-15;failure
27606;2008-06-20;other
27606;2008-07-31;failure
27607;2008-05-10;success
27607;2008-07-18;other
27607;2008-08-05;other
27610;2008-03-23;success
27610;2008-03-29;failure
27610;2008-04-18;other
27610;2008-05-26;failure
27615;2008-03-15;other
27615;2008-03-25;success
27615;2008-05-23;failure
27623;2008-05-20;other
27624;2008-04-30;other
27624;2008-07-17;failure
27625;2008-04-18;other
27625;2008-04-22;failure
27625;2008-05-11;failure
27625;2008-05-29;success
27625;2008-06-18;success
27625;2008-06-29;failure
27625;2008-06-30;success
27625;2008-06-30;other
27625;2008-07-03;other
27627;2008-03-01;success
27627;2008-03-14;failure
27627;2008-03-18;failure
27627;2008-03-30;other
27627;2008-05-05;other
27627;2008-05-13;other
27627;2008-05-29;failure
27629;2008-05-18;success
27629;2008-05-20;failure
27630;2008-03-02;failure
27630;2008-05-09;other
27630;2008-05-19;other
27632;2008-05-25;other
27632;2008-05-26;failure
27632;2008-05-27;failure
27632;2008-06-04;success
27632;2008-06-05;other
27632;2008-06-12;success
27632;2008-06-29;success
27632;2008-08-19;failure
27635;2008-05-20;success
27635;2008-06-22;failure
27635;2008-07-17;failure
27639;2008-04-03;success
27639;2008-05-14;failure
27640;2008-05-06;failure
27640;2008-05-06;other
27640;2008-05-23;success
27640;2008-05-27;other
27640;2008-06-02;failure
27640;2008-06-05;other
27640;2008-06-08;other
27640;2008-06-11;failure
27640;2008-06-12;other
27640;2008-06-17;other
27640;2008-06-18;other
27640;2008-06-21;other
27640;2008-06-21;success
27640;2008-06-21;failure
27640;2008-06-26;other
27640;2008-07-05;other
27640;2008-07-09;other
27640;2008-07-13;failure
27640;2008-07-14;failure
27640;2008-07-18;other
27640;2008-07-18;success
27640;2008-07-18;failure
27640;2008-07-21;success
27640;2008-07-27;failure
27640;2008-07-27;other
27640;2008-07-30;failure
27640;2008-07-31;failure
27650;2008-05-15;failure
27651;2008-07-07;failure
27652;2008-07-30;failure
27661;2008-03-26;failure
27661;2008-05-20;failure
27665;2008-05-21;success
27665;2008-05-30;success
27665;2008-05-31;success
27665;2008-07-05;failure
27665;2008-07-18;other
27668;2008-05-13;other
27669;2008-07-01;failure
27671;2008-07-30;failure
27672;2008-06-04;failure
27672;2008-06-22;success
27672;2008-07-03;failure
27672;2008-07-06;failure
27672;2008-08-11;failure
27679;2008-05-30;failure
27681;2008-04-29;other
27681;2008-05-13;failure
27681;2008-05-26;other
27685;2008-04-02;failure
27685;2008-04-16;success
27685;2008-05-22;failure
27685;2008-05-29;other
27689;2008-07-24;success
27689;2008-07-31;failure
27694;2008-03-18;failure
27694;2008-04-09;failure
27694;2008-05-26;failure
27696;2008-08-19;failure
27696;2008-08-25;failure
27696;2008-08-29;failure
27696;2008-10-23;success
27705;2008-07-08;failure
27712;2008-05-08;failure
27712;2008-05-31;success
27712;2008-06-21;other
27712;2008-06-30;other
27712;2008-07-01;success
27712;2008-07-02;failure
27712;2008-07-14;success
27712;2008-07-25;failure
27730;2008-05-05;failure
27731;2008-04-21;other
27731;2008-05-05;failure
27740;2008-06-28;other
27740;2008-07-20;success
27740;2008-08-12;failure
27741;2008-03-07;failure
27741;2008-05-26;failure
27743;2008-04-02;success
27743;2008-04-28;success
27743;2008-05-09;failure
27743;2008-05-12;other
27743;2008-05-20;other
27753;2008-05-16;failure
27753;2008-05-26;success
27754;2008-06-16;success
27756;2008-07-28;other
27756;2008-08-14;failure
27758;2008-05-29;other
27759;2008-05-21;failure
27759;2008-06-03;failure
27760;2008-05-29;other
27774;2008-06-17;failure
27774;2008-07-16;failure
27779;2008-05-28;failure
27781;2008-05-15;failure
27781;2008-05-28;failure
27787;2008-07-08;other
27790;2008-04-19;failure
27790;2008-05-06;failure
27790;2008-06-11;other
27790;2008-07-15;failure
27792;2008-06-11;failure
27793;2008-05-13;other
27793;2008-05-14;success
27793;2008-05-16;failure
27793;2008-05-27;success
27793;2008-06-05;success
27793;2008-06-24;success
27793;2008-07-09;success
27793;2008-07-30;failure
27795;2008-04-12;failure
27795;2008-06-04;failure
27797;2008-05-15;other
27802;2008-07-08;failure
27814;2008-06-12;failure
27815;2008-03-27;other
27815;2008-04-05;failure
27815;2008-05-19;failure
27819;2008-02-27;other
27819;2008-03-16;other
27819;2008-04-13;success
27819;2008-05-08;failure
27825;2008-05-27;failure
27825;2008-08-04;failure
27831;2008-07-23;failure
27838;2008-04-16;failure
27838;2008-05-28;failure
27840;2008-07-16;failure
27856;2008-05-05;other
27856;2008-05-10;other
27856;2008-05-16;success
27856;2008-06-09;failure
27856;2008-06-15;success
27856;2008-07-02;other
27856;2008-07-15;failure
27856;2008-07-28;failure
27865;2008-05-03;other
27865;2008-07-08;failure
27866;2008-11-18;failure
27871;2008-04-11;success
27871;2008-04-21;failure
27871;2008-05-04;failure
27871;2008-05-11;other
27871;2008-05-22;other
27871;2008-06-04;success
27871;2008-06-07;failure
27871;2008-06-17;other
27871;2008-06-19;other
27875;2008-03-31;other
27875;2008-05-08;failure
27887;2008-07-23;failure
27888;2008-07-11;other
27888;2008-07-29;failure
27889;2008-03-09;other
27889;2008-04-11;failure
27889;2008-04-13;other
27889;2008-05-27;failure
27892;2008-05-28;other
27892;2008-06-11;failure
27892;2008-06-23;other
27892;2008-07-28;failure
27892;2008-07-31;failure
27895;2008-05-04;failure
27895;2008-05-04;failure
27895;2008-06-10;success
27895;2008-06-25;failure
27895;2008-07-10;other
27895;2008-07-29;success
27898;2008-05-13;success
27898;2008-06-26;failure
27898;2008-07-06;failure
27898;2008-07-28;failure
27903;2008-06-05;success
27903;2008-07-15;failure
27904;2008-06-06;other
27904;2008-07-22;failure
27905;2008-05-08;success
27905;2008-06-24;success
27905;2008-07-13;success
27905;2008-07-27;other
27905;2008-07-30;failure
27909;2008-06-01;success
27909;2008-06-05;other
27909;2008-06-19;other
27909;2008-06-21;other
27909;2008-06-21;failure
27909;2008-06-22;other
27909;2008-06-22;other
27909;2008-07-04;success
27909;2008-07-13;failure
27909;2008-07-20;success
27909;2008-07-22;other
27909;2008-07-25;failure
27909;2008-08-04;failure
27909;2008-08-15;other
27909;2008-08-19;other
27909;2008-08-27;failure
27910;2008-04-17;other
27910;2008-05-05;failure
27916;2008-04-17;success
27916;2008-06-18;failure
27916;2008-07-14;failure
27929;2008-06-09;other
27929;2008-06-15;other
27929;2008-07-23;other
27929;2008-08-09;failure
27929;2008-08-18;other
27936;2008-07-21;failure
27943;2008-07-23;other
27959;2008-07-12;success
27959;2008-08-16;failure
27959;2008-08-28;failure
27961;2008-06-19;failure
27968;2008-05-10;success
27968;2008-05-20;success
27968;2008-06-13;other
27968;2008-06-23;other
27968;2008-07-31;failure
27971;2008-05-28;success
27971;2008-08-05;failure
27975;2008-04-29;failure
27975;2008-05-17;failure
27975;2008-06-05;other
27975;2008-06-14;failure
27975;2008-07-03;success
27975;2008-07-06;other
27975;2008-07-28;success
27977;2008-05-23;other
27978;2008-08-04;failure
27983;2008-06-10;success
27983;2008-07-19;failure
27983;2008-07-22;failure
27983;2008-07-25;other
27983;2008-08-06;other
27983;2008-08-27;failure
27985;2008-05-07;other
27986;2008-05-30;other
27986;2008-06-05;other
27986;2008-06-06;other
27986;2008-06-11;failure
27986;2008-06-19;other
27986;2008-06-19;failure
27986;2008-07-24;success
27986;2008-07-29;other
27986;2008-07-30;other
27986;2008-07-30;failure
27986;2008-08-08;failure
27986;2008-08-28;failure
28003;2008-06-02;other
28008;2008-07-08;failure
28010;2008-05-05;other
28016;2008-05-03;other
28016;2008-05-22;success
28016;2008-06-02;failure
28016;2008-06-04;success
28016;2008-07-19;other
28016;2008-07-31;failure
28025;2008-06-23;other
28025;2008-07-28;failure
28027;2008-05-05;failure
28027;2008-05-15;failure
28030;2008-05-12;success
28030;2008-05-13;failure
28030;2008-05-15;success
28030;2008-05-17;success
28030;2008-05-19;success
28030;2008-05-20;failure
28030;2008-05-30;success
28030;2008-06-04;other
28030;2008-06-13;success
28030;2008-06-16;failure
28030;2008-06-25;other
28030;2008-06-26;failure
28030;2008-07-04;success
28030;2008-07-06;other
28030;2008-07-28;other
28032;2008-06-11;other
28032;2008-06-25;failure
28032;2008-07-01;failure
28032;2008-08-02;failure
28032;2008-08-06;failure
28032;2008-08-20;failure
28032;2008-08-22;failure
28032;2008-08-25;other
28035;2008-04-10;other
28035;2008-05-10;success
28035;2008-07-07;failure
28042;2008-07-25;other
28045;2008-03-30;failure
28045;2008-04-17;success
28045;2008-05-26;failure
28049;2008-07-21;failure
28063;2008-07-07;failure
28064;2008-05-26;other
28064;2008-06-12;failure
28064;2008-06-19;success
28064;2008-06-26;other
28064;2008-07-15;failure
28064;2008-07-18;failure
28064;2008-07-19;failure
28064;2008-07-21;other
28064;2008-07-24;success
28064;2008-08-03;other
28064;2008-08-06;other
28064;2008-08-11;failure
28064;2008-08-21;failure
28073;2008-04-19;other
28073;2008-05-05;other
28088;2008-02-26;failure
28088;2008-03-03;failure
28088;2008-05-15;other
28100;2008-05-15;other
28100;2008-07-19;failure
28100;2008-07-23;failure
28100;2008-07-29;failure
28107;2008-03-31;failure
28107;2008-05-19;failure
28125;2008-04-18;other
28125;2008-05-29;success
28125;2008-05-31;success
28125;2008-06-04;failure
28125;2008-06-20;failure
28126;2008-06-27;success
28126;2008-07-12;failure
28126;2008-07-21;success
28126;2008-08-12;failure
28128;2008-05-28;other
28131;2008-02-09;failure
28131;2008-05-08;failure
28133;2008-04-02;success
28133;2008-05-29;failure
28137;2008-05-02;success
28137;2008-05-04;other
28137;2008-05-10;success
28137;2008-05-11;other
28137;2008-05-17;other
28137;2008-06-10;other
28137;2008-06-23;other
28137;2008-06-26;success
28137;2008-07-09;failure
28137;2008-07-12;success
28137;2008-07-18;success
28137;2008-07-26;failure
28137;2008-07-28;other
28138;2008-03-08;failure
28138;2008-05-08;failure
28140;2008-03-05;success
28140;2008-05-27;failure
28141;2008-05-16;other
28141;2008-06-10;other
28141;2008-06-11;success
28141;2008-06-21;other
28141;2008-07-05;failure
28141;2008-07-16;failure
28141;2008-07-28;failure
28142;2008-06-03;other
28143;2008-06-04;other
28146;2008-04-02;success
28146;2008-05-27;failure
28150;2008-04-16;other
28150;2008-05-13;failure
28151;2008-02-23;success
28151;2008-03-26;success
28151;2008-05-15;failure
28153;2008-06-02;failure
28154;2008-05-11;failure
28154;2008-06-21;success
28154;2008-07-24;failure
28159;2008-03-18;success
28159;2008-05-14;failure
28161;2008-05-14;other
28161;2008-06-09;failure
28163;2008-07-16;failure
28166;2008-07-16;failure
28167;2008-03-14;other
28167;2008-03-15;success
28167;2008-04-03;success
28167;2008-04-12;other
28167;2008-04-22;success
28167;2008-05-13;failure
28168;2008-07-15;failure
28171;2008-05-21;failure
28173;2008-05-08;failure
28174;2008-04-20;success
28174;2008-04-21;failure
28174;2008-06-17;failure
28178;2008-07-21;failure
28179;2008-07-03;failure
28179;2008-07-07;failure
28179;2008-07-23;other
28179;2008-07-29;other
28180;2008-04-18;success
28180;2008-05-29;failure
28183;2008-06-09;other
28183;2008-06-21;success
28183;2008-07-25;other
28183;2008-08-09;success
28183;2008-08-11;failure
28184;2008-06-13;failure
28184;2008-07-25;failure
28185;2008-05-06;success
28185;2008-06-05;success
28185;2008-06-10;failure
28185;2008-07-08;success
28185;2008-07-15;other
28185;2008-07-23;failure
28185;2008-07-30;success
28185;2008-07-31;other
28186;2008-03-10;failure
28186;2008-03-11;other
28186;2008-03-25;success
28186;2008-04-09;failure
28186;2008-04-23;other
28186;2008-04-29;other
28186;2008-05-05;other
28186;2008-05-11;success
28186;2008-05-15;failure
28187;2008-02-22;success
28187;2008-03-18;other
28187;2008-03-18;other
28187;2008-04-13;failure
28187;2008-05-02;other
28187;2008-05-05;failure
28187;2008-05-06;other
28187;2008-05-16;failure
28188;2008-07-17;failure
28189;2008-05-16;other
28189;2008-06-29;failure
28189;2008-07-01;failure
28189;2008-08-14;failure
28192;2008-03-22;success
28192;2008-04-06;success
28192;2008-04-06;failure
28192;2008-04-07;failure
28192;2008-04-07;success
28192;2008-04-11;failure
28192;2008-04-12;success
28192;2008-04-15;failure
28192;2008-04-15;other
28192;2008-04-22;other
28192;2008-04-28;other
28192;2008-04-29;failure
28192;2008-05-04;other
28192;2008-05-04;other
28192;2008-05-07;failure
28192;2008-05-09;other
28192;2008-05-11;success
28192;2008-05-19;success
28192;2008-05-20;success
28192;2008-05-23;success
28192;2008-05-25;failure
28192;2008-06-01;other
28192;2008-06-02;other
28192;2008-06-09;success
28192;2008-06-15;other
28192;2008-06-15;failure
28192;2008-06-20;failure
28194;2008-07-25;failure
28196;2008-03-01;other
28196;2008-03-30;other
28196;2008-04-02;other
28196;2008-05-14;failure
28197;2008-04-26;failure
28197;2008-06-22;other
28197;2008-06-29;other
28197;2008-07-17;failure
28197;2008-07-18;other
28199;2008-06-10;other
28199;2008-06-17;success
28199;2008-07-03;other
28199;2008-08-18;other
28206;2008-04-01;other
28206;2008-05-30;failure
28208;2008-03-28;success
28208;2008-05-29;other
28215;2008-06-04;other
28218;2008-05-08;failure
28220;2008-05-18;failure
28220;2008-06-14;success
28220;2008-07-18;failure
28222;2008-05-27;failure
28223;2008-03-05;failure
28223;2008-05-23;failure
28224;2008-05-06;other
28224;2008-06-05;failure
28224;2008-07-30;failure
28225;2008-05-13;failure
28227;2008-03-27;failure
28227;2008-06-18;success
28229;2008-02-16;failure
28229;2008-05-13;failure
28232;2008-05-06;failure
28232;2008-05-08;other
28232;2008-06-02;failure
28232;2008-06-13;other
28232;2008-06-22;failure
28232;2008-07-02;failure
28232;2008-07-10;other
28232;2008-07-18;other
28232;2008-07-26;other
28232;2008-07-30;other
28233;2008-06-15;failure
28233;2008-08-21;failure
28237;2008-06-02;failure
28239;2008-03-18;success
28239;2008-05-27;failure
28241;2008-04-23;success
28241;2008-05-16;failure
28247;2008-07-18;other
28250;2008-05-07;failure
28250;2008-05-28;other
28250;2008-05-30;success
28250;2008-06-28;other
28250;2008-06-28;success
28250;2008-07-14;failure
28251;2008-05-18;other
28251;2008-07-18;failure
28256;2008-04-14;other
28256;2008-06-06;other
28261;2008-03-13;failure
28261;2008-03-17;other
28261;2008-03-31;success
28261;2008-04-01;success
28261;2008-04-06;other
28261;2008-04-08;failure
28261;2008-04-08;failure
28261;2008-04-10;failure
28261;2008-04-24;success
28261;2008-05-03;failure
28261;2008-05-04;success
28261;2008-05-06;failure
28261;2008-05-18;success
28261;2008-05-19;other
28261;2008-05-29;other
28261;2008-06-02;failure
28261;2008-06-06;other
28262;2008-05-30;failure
28263;2008-05-29;failure
28264;2008-05-21;failure
28266;2008-02-26;other
28266;2008-04-04;other
28266;2008-05-12;failure
28268;2008-07-18;failure
28272;2008-05-09;failure
28280;2008-05-08;success
28280;2008-07-16;failure
28280;2008-07-21;other
28282;2008-03-07;success
28282;2008-03-10;failure
28282;2008-03-23;other
28282;2008-03-30;failure
28282;2008-05-14;failure
28282;2008-05-23;failure
28283;2008-05-19;failure
28283;2008-06-07;failure
28283;2008-07-01;other
28283;2008-07-25;success
28283;2008-07-28;failure
28287;2008-04-10;failure
28287;2008-05-26;other
28289;2008-03-12;other
28289;2008-05-15;failure
28290;2008-05-29;failure
28295;2008-03-06;other
28295;2008-05-30;failure
28306;2008-06-10;failure
28306;2008-06-26;success
28306;2008-07-18;failure
28306;2008-08-19;failure
28307;2008-04-12;success
28307;2008-04-24;failure
28307;2008-05-30;success
28307;2008-06-02;failure
28309;2008-05-27;failure
28311;2008-04-29;failure
28311;2008-07-08;other
28313;2008-05-09;failure
28316;2008-03-25;success
28316;2008-05-10;failure
28316;2008-05-20;failure
28318;2008-06-02;failure
28322;2008-04-18;failure
28322;2008-05-09;other
28322;2008-05-20;failure
28323;2008-05-14;failure
28323;2008-05-29;success
28323;2008-06-02;success
28323;2008-06-09;failure
28323;2008-07-28;other
28325;2008-02-21;failure
28325;2008-05-09;failure
28326;2008-05-16;failure
28335;2008-05-28;failure
28336;2008-07-21;failure
28343;2008-06-03;failure
28345;2008-05-03;success
28345;2008-05-19;other
28346;2008-05-27;failure
28348;2008-05-29;other
28348;2008-06-06;success
28348;2008-07-09;other
28348;2008-07-25;failure
28349;2008-03-30;success
28349;2008-06-23;success
28350;2008-05-09;failure
28352;2008-04-20;success
28352;2008-04-22;other
28352;2008-05-14;success
28352;2008-05-28;other
28352;2008-06-01;other
28352;2008-06-05;success
28352;2008-06-05;failure
28352;2008-06-21;other
28352;2008-06-24;failure
28352;2008-06-28;failure
28352;2008-07-07;failure
28352;2008-07-15;other
28352;2008-07-16;other
28360;2008-03-04;failure
28360;2008-04-21;other
28360;2008-05-30;failure
28364;2008-04-11;other
28364;2008-04-14;success
28364;2008-05-12;failure
28367;2008-05-12;failure
28370;2008-02-18;other
28370;2008-03-05;failure
28370;2008-04-18;success
28370;2008-05-15;failure
28372;2008-05-21;success
28372;2008-06-11;success
28372;2008-06-16;failure
28374;2008-03-12;other
28374;2008-03-31;success
28374;2008-05-29;failure
28377;2008-03-08;failure
28377;2008-05-12;failure
28380;2008-07-25;other
28385;2008-05-04;failure
28385;2008-05-05;other
28385;2008-05-20;success
28385;2008-06-08;other
28385;2008-07-02;success
28385;2008-07-12;success
28385;2008-07-12;failure
28385;2008-07-23;other
28385;2008-07-31;other
28386;2008-04-04;success
28386;2008-04-18;other
28386;2008-04-28;other
28386;2008-04-29;failure
28386;2008-05-02;other
28386;2008-05-29;failure
28387;2008-05-05;other
28387;2008-05-07;other
28387;2008-05-08;success
28387;2008-05-08;success
28387;2008-05-21;failure
28387;2008-06-05;success
28387;2008-06-07;other
28387;2008-06-09;success
28387;2008-06-14;success
28387;2008-06-15;other
28387;2008-06-20;other
28387;2008-06-29;other
28387;2008-06-30;other
28387;2008-07-04;other
28387;2008-07-09;success
28387;2008-07-13;other
28387;2008-07-13;failure
28387;2008-07-13;success
28387;2008-07-19;other
28387;2008-07-22;success
28387;2008-07-25;success
28387;2008-07-30;success
28387;2008-07-31;other
28392;2008-05-02;other
28392;2008-05-24;other
28392;2008-05-28;failure
28392;2008-06-21;success
28392;2008-07-04;success
28392;2008-07-11;failure
28392;2008-07-29;failure
28394;2008-07-22;failure
28396;2008-04-17;success
28396;2008-06-17;failure
28403;2008-02-25;success
28403;2008-02-27;failure
28403;2008-04-14;failure
28403;2008-04-30;success
28403;2008-05-06;other
28403;2008-05-19;other
28403;2008-05-23;other
28408;2008-05-01;success
28408;2008-06-10;success
28408;2008-07-05;other
28408;2008-07-23;success
28408;2008-07-25;failure
28409;2008-03-01;other
28409;2008-03-21;failure
28409;2008-05-13;failure
28412;2008-07-06;other
28412;2008-07-07;failure
28412;2008-07-28;failure
28413;2008-05-05;failure
28413;2008-05-15;failure
28414;2008-03-01;failure
28414;2008-03-20;other
28414;2008-03-20;success
28414;2008-04-22;failure
28414;2008-05-15;failure
28415;2008-04-07;failure
28415;2008-05-13;failure
28416;2008-03-09;failure
28416;2008-03-19;other
28416;2008-04-14;other
28416;2008-04-25;failure
28416;2008-05-23;failure
28416;2008-05-26;other
28419;2008-04-28;success
28419;2008-06-03;failure
28421;2008-04-20;success
28421;2008-04-21;failure
28421;2008-05-05;success
28421;2008-06-13;other
28421;2008-07-01;success
28421;2008-07-04;failure
28421;2008-07-07;other
28422;2008-05-01;success
28422;2008-05-13;failure
28429;2008-05-27;failure
28431;2008-03-05;success
28431;2008-05-27;failure
28432;2008-05-13;failure
28435;2008-04-08;other
28435;2008-04-10;other
28435;2008-06-20;failure
28436;2008-03-15;success
28436;2008-04-12;failure
28436;2008-04-28;failure
28436;2008-05-30;failure
28456;2008-05-01;success
28456;2008-05-09;failure
28476;2008-03-15;other
28476;2008-04-10;other
28476;2008-04-27;success
28476;2008-05-21;failure
28476;2008-05-28;failure
28478;2008-07-17;failure
28480;2008-05-24;failure
28480;2008-07-08;failure
28481;2008-05-27;failure
28489;2008-03-22;other
28489;2008-03-24;failure
28489;2008-04-10;failure
28489;2008-05-29;failure
28490;2008-05-09;failure
28491;2008-07-17;failure
28495;2008-02-28;failure
28495;2008-05-08;failure
28497;2008-07-18;success
28497;2008-07-21;other
28498;2008-06-24;other
28498;2008-06-25;success
28498;2008-06-30;failure
28498;2008-07-11;success
28498;2008-07-11;success
28498;2008-08-27;other
28498;2008-08-28;failure
28499;2008-02-26;other
28499;2008-02-29;success
28499;2008-02-29;other
28499;2008-03-01;other
28499;2008-03-03;failure
28499;2008-03-05;success
28499;2008-03-08;success
28499;2008-03-10;failure
28499;2008-03-16;success
28499;2008-03-17;failure
28499;2008-03-17;success
28499;2008-03-21;other
28499;2008-03-23;failure
28499;2008-03-26;success
28499;2008-03-30;success
28499;2008-04-02;success
28499;2008-04-06;failure
28499;2008-04-07;other
28499;2008-04-17;success
28499;2008-04-22;other
28499;2008-04-23;failure
28499;2008-04-23;other
28499;2008-04-26;failure
28499;2008-04-28;success
28499;2008-04-29;other
28499;2008-05-02;success
28499;2008-05-06;failure
28499;2008-05-08;failure
28499;2008-05-10;failure
28499;2008-05-11;failure
28499;2008-05-15;other
28499;2008-05-16;success
28499;2008-05-17;other
28499;2008-05-18;success
28499;2008-05-18;other
28499;2008-05-19;success
28499;2008-05-21;other
28499;2008-05-26;failure
28500;2008-08-03;failure
28500;2008-08-21;failure
28501;2008-03-10;failure
28501;2008-05-27;failure
28503;2008-04-07;failure
28503;2008-05-08;other
28503;2008-05-12;failure
28505;2008-05-27;failure
28508;2008-05-08;failure
28508;2008-05-21;failure
28509;2008-03-25;failure
28509;2008-04-17;success
28509;2008-04-19;success
28509;2008-06-01;success
28509;2008-06-05;failure
28509;2008-06-09;failure
28509;2008-06-17;failure
28510;2008-07-06;other
28510;2008-07-08;failure
28518;2008-03-07;other
28518;2008-04-10;success
28518;2008-04-10;other
28518;2008-05-21;failure
28518;2008-05-23;failure
28520;2008-06-12;failure
28520;2008-08-22;failure
28523;2008-06-16;failure
28528;2008-05-03;success
28528;2008-05-14;failure
28528;2008-05-15;failure
28528;2008-05-21;other
28528;2008-06-01;failure
28528;2008-06-19;failure
28528;2008-06-20;failure
28528;2008-06-23;failure
28528;2008-07-16;success
28528;2008-07-21;failure
28528;2008-07-30;failure
28530;2008-05-21;failure
28530;2008-06-01;other
28530;2008-06-23;failure
28530;2008-07-09;other
28530;2008-07-29;failure
28531;2008-04-10;failure
28531;2008-05-27;failure
28534;2008-05-03;other
28534;2008-06-08;failure
28534;2008-06-20;success
28534;2008-07-04;other
28534;2008-07-15;success
28534;2008-07-15;other
28534;2008-07-19;failure
28534;2008-07-28;failure
28536;2008-05-28;failure
28537;2008-05-11;failure
28537;2008-07-17;failure
28545;2008-03-17;failure
28545;2008-04-07;failure
28545;2008-04-18;failure
28545;2008-04-29;failure
28545;2008-05-03;success
28545;2008-05-07;success
28545;2008-05-07;failure
28545;2008-06-03;other
28546;2008-03-18;failure
28546;2008-04-22;success
28546;2008-05-15;success
28548;2008-05-16;other
28551;2008-03-14;failure
28551;2008-03-28;success
28551;2008-04-28;other
28551;2008-06-05;failure
28551;2008-06-09;failure
28555;2008-03-28;success
28555;2008-05-05;other
28555;2008-05-29;failure
28556;2008-03-23;other
28556;2008-04-09;success
28556;2008-04-26;success
28556;2008-05-04;success
28556;2008-06-20;failure
28559;2008-06-18;success
28559;2008-06-22;other
28559;2008-08-19;other
28559;2008-08-20;failure
28562;2008-06-19;other
28564;2008-03-18;other
28564;2008-03-26;failure
28564;2008-05-29;failure
28566;2008-05-13;other
28567;2008-06-03;failure
28567;2008-07-02;other
